gene	hr	se	pval	I2	I2_pval	fdr
ACCS	-0.0216162529457953	0.0451449997943769	0.632067882727874	0	0.882590140996364	0.985298496651917
ACD	-0.0103795559637624	0.0449719208001819	0.817469548204953	0	0.650066526721294	0.996781463723151
ACE2	0.0272970416461801	0.0512699234198107	0.594436364991617	0.141923232140992	0.301682361875435	0.981576155691639
ACER2	-0.0937408624420943	0.0441099714951098	0.0335730461889687	0.00648607232110712	0.439408667563971	0.652029723098814
ACHE	-0.000996765423452825	0.0446784644931112	0.982200870546828	0	0.838472810448	0.999534608439592
ACIN1	0.0460831581264087	0.049950501427369	0.356227953717635	0.140065567826907	0.303619907334624	0.939810214483701
ACKR2	-0.0590407661573538	0.0453210647919364	0.192669552831037	0	0.576418729331625	0.886887243274822
ACKR3	-0.0304664752385527	0.0461416155254716	0.50907291993413	0	0.719647443252134	0.967285415952582
ACO1	-0.116802413442281	0.0453553445503053	0.0100160872738154	0.108023562573162	0.336973228948237	0.507738000902021
ACO2	-0.019496248675712	0.0446544137970447	0.66239932479923	0	0.550363736290956	0.990564881483303
ACOT1	-0.0541365289032954	0.047881846954226	0.258211943149759	0	0.757474199784335	0.920180431550186
ACOT11	-0.0723922188977759	0.0439693780522218	0.0996765906840763	0	0.619606673991254	0.808678053297409
ACOT13	-0.0116460377506079	0.0443204511315435	0.792728680469065	0	0.58397648602841	0.995105046078307
ACOT2	-0.0979837479376141	0.0445629372013615	0.0278941234236074	0.268675807401565	0.173230194169924	0.642711886808988
ACOT4	-0.105751627308604	0.0440735046351951	0.0164202750448557	0	0.637187321622019	0.579338306979005
ACOT7	0.00654630687714306	0.0636170887272057	0.918040984741695	0.3760649893542	0.0830636907184502	0.999098490625842
ACOT8	0.010013507708942	0.0444097029954377	0.821605744505117	0	0.531715252992279	0.996781463723151
ACOT9	0.0326983002449522	0.0492515199681841	0.506751507339308	0	0.559852850057104	0.967285415952582
ACOX1	-0.080105425004364	0.0551595364982676	0.146432164433807	0.13452645217775	0.309396400386692	0.855164676623399
ACOX2	-0.0464035358421927	0.0419205526820285	0.26831987796538	0	0.683074367205586	0.920957335424581
ACOX3	-0.0189629464454213	0.0560363456072813	0.735058451652133	0.183531933325215	0.258400367662681	0.992556031691345
ACP1	0.0246017408593514	0.0441354318989618	0.577244088177319	0	0.802254546477151	0.979056170928202
ACP2	-0.102087899610463	0.0431626537351628	0.018020797534748	0	0.639365838796848	0.588113850625404
ACP5	-0.0675119952291225	0.0655179210433015	0.302805590674144	0.435470665034428	0.0467462411425715	0.927561844201342
ACRBP	-0.00172710421017046	0.0528054335652223	0.973908288584351	0	0.543732823861375	0.999534608439592
ACSBG1	0.0399895752217854	0.0436413787861106	0.359497795370002	0	0.963208544608681	0.941017665647861
ACSF2	-0.0109611167783925	0.054040534742059	0.839266822189544	0.0714427377975137	0.374642058605566	0.997584643634475
ACSF3	0.0516095790969836	0.0539334737219851	0.338611759074758	0.140389618982662	0.30328192677569	0.938648515995121
ACSL1	-0.128564775762853	0.0444746170949057	0.00384329863355314	0	0.882796459422531	0.421037427494203
ACSL3	0.00856811596740255	0.0455565126551961	0.850816570529403	0	0.477439888685513	0.997584643634475
ACSL4	-0.0633591239986036	0.0438153447827512	0.148163532404076	0	0.983129208473204	0.857555095074796
ACSL5	-0.0907579254963401	0.0570481025380818	0.111631691303495	0.416486673310708	0.0571235193506614	0.820759614936593
ACSL6	-0.056952677577038	0.0612403758394347	0.352378456533078	0.280931426498393	0.161705133561589	0.939810214483701
ACSM3	-0.0685697513501487	0.0487515654135707	0.159571598582589	0	0.566007881588835	0.8706554761758
ACSS1	-0.0676894165414099	0.045025815442275	0.132749632035054	0.0601428998922149	0.386134171352063	0.839388210469799
ACSS2	-0.0877167718487981	0.0459207611309201	0.0561104551878388	0.00907925620053993	0.436890378332778	0.726547879307236
ACSS3	-0.0169462632737816	0.055145182039578	0.758612981569382	0.119115664558392	0.32544955136376	0.992556031691345
ACTA2	-0.0162895689025237	0.0443434860303929	0.713358142307264	0	0.699131661813517	0.992556031691345
ACTB	-0.00899678639164832	0.0594693775211206	0.879751410520899	0.187991255453897	0.253792718946767	0.997724516827895
ACTG2	-0.0478605031089145	0.0444264908396487	0.281347825228781	0	0.892444999210759	0.926242237142595
ACTL6A	0.0188928518833006	0.0455342168783765	0.678203770310176	0	0.603031348314065	0.990966571096782
ACTN1	0.0251278950263198	0.045881143345646	0.583915981530431	0	0.484530559078433	0.979648143734908
ACTN4	-0.0125164142159497	0.0439823614545604	0.775967437450234	0	0.922955389351721	0.992556031691345
ACTR10	0.0653479625413078	0.0631511237111523	0.300768390266146	0.285070862581642	0.157870143799293	0.927561844201342
ACTR1A	-0.015528977866835	0.045864011320165	0.734920550889853	0	0.575585300720715	0.992556031691345
ACTR1B	0.0274265005391427	0.0474797301843261	0.563502797833213	0	0.591872533969086	0.975852991931876
ACTR2	-0.0436655576967257	0.0435026487343828	0.315501634502503	0	0.957731810476789	0.930466443454218
ACTR3	-0.0510493981883841	0.0567661557082787	0.368496692577402	0.198941359512449	0.242522323641491	0.942157184936739
ACTR3B	0.07982455190855	0.0460243234125682	0.0828472684517655	0	0.730597083297354	0.778083459879183
ACTR3C	-0.0314862846611353	0.0452010134927288	0.48606342276419	0	0.943050307906261	0.96446151548636
ACTR5	0.0229256974525234	0.0634376106387079	0.717808165827385	0.435159107005352	0.046906962000772	0.992556031691345
ACTR6	0.00559828391449755	0.054544090434944	0.918250463463874	0	0.525699410265411	0.999098490625842
ACTR8	-0.000356768331093086	0.0440526361650392	0.993538256589629	0	0.75946498191475	0.999534608439592
ACTRT3	0.060552254780475	0.0444037683190383	0.172670258464582	0	0.545448115322024	0.874866101035293
ACVR1	0.0237512616562751	0.0686640755258314	0.72941395096158	0.462989088144284	0.0338209324230609	0.992556031691345
ACVR1B	0.0166417760068822	0.0477601945769878	0.727506405217392	0.0661168131908225	0.380068595494352	0.992556031691345
ACVR1C	0.0883047056541479	0.0591859430515757	0.13570234059018	0.308936014994493	0.136391810942	0.842297458436631
ACVR2A	-0.0543512915427358	0.0456254044912831	0.233555211497064	0	0.577467928204299	0.908451256478881
ACVR2B	-0.00757075594351288	0.0441844314091387	0.863952951730605	0	0.447106862207063	0.997724223732969
ACVRL1	-0.0488077948091179	0.0436612245874672	0.26362035072598	0.0329260671019064	0.413449782233714	0.920934912946389
ACY1	0.0385411841229516	0.0585240145314038	0.510182646277115	0.383609548947801	0.0778390118934459	0.967285415952582
ACYP1	-0.00667114976085998	0.0461099289168933	0.884964125817175	0.142843793677993	0.300722199627954	0.998120522516558
ACYP2	0.0243147776151659	0.0456706890866125	0.594453492118227	0	0.722485988415314	0.981576155691639
ADA	-0.010829675141803	0.0637408574075947	0.865087504502966	0.367314145939812	0.0893338179638182	0.997724223732969
ADAL	0.0107740671400715	0.0729651140274913	0.882610685495584	0.542227193210282	0.0100101119195693	0.997969295249266
ADAM10	0.0421907974538854	0.0463584913889365	0.362770520311323	0	0.830086634044375	0.941334961203188
ADAM12	0.05220757605443	0.044890788861841	0.244833220635191	0	0.723358232218538	0.915119171074308
ADAM15	0.0267880952569698	0.060613648306638	0.658526660698206	0.172955993255848	0.269361326945672	0.990014390759422
ADAM17	0.0669778990281033	0.0425169077657691	0.115181710501883	0	0.649384452499564	0.823148131946249
ADAM19	0.0471136876423708	0.0688439256016247	0.493750997481591	0.458492115928095	0.0357615645152366	0.965864308560853
ADAM20	0.0688588069847913	0.0581172893683949	0.236086716572751	0.22822393006989	0.212798756946012	0.909887759522667
ADAM22	-0.0287262592463886	0.0519731612457546	0.58045972116427	0	0.499614651478932	0.979056170928202
ADAM23	0.00111525152698544	0.0453379380736835	0.980375105679307	0	0.774137877499413	0.999534608439592
ADAM28	-0.117007445521079	0.0634316255409821	0.0650923756397977	0.373855489073279	0.0846257724840522	0.748898988266791
ADAM32	0.0183029234850459	0.0429677052147544	0.67013021351725	0	0.655629585569987	0.990564881483303
ADAM8	0.00224844128932105	0.0809878434524166	0.977851414709529	0.576101138538199	0.00498459177922012	0.999534608439592
ADAM9	-0.04553431226915	0.0457062912328218	0.319134859099919	0	0.734950469872527	0.930466443454218
ADAMDEC1	-0.137918385692892	0.0831369446576615	0.0971298644418301	0.626745006456202	0.00131208961235642	0.803031414469778
ADAMTS1	0.0829393284982801	0.0442181311750042	0.0606984128319394	0	0.780762141370306	0.736226036781707
ADAMTS14	0.11625117354437	0.0441322760239066	0.00843474349898779	0	0.660009938799873	0.4791478484425
ADAMTS15	0.0477306467097758	0.0439975595482442	0.277989161040637	0	0.531140581770791	0.925654345799009
ADAMTS16	0.0745737234044754	0.0413017523918402	0.0709835704028906	0	0.932022168680826	0.755495473423885
ADAMTS17	-0.00963783607017228	0.0431738261292665	0.823353929106161	0.165735210408335	0.276866366321235	0.996781463723151
ADAMTS2	0.017656229164875	0.0470243772876796	0.707311171505116	0	0.478647198329419	0.992556031691345
ADAMTS3	0.0528397575781409	0.0654546183814339	0.41950911541295	0.44744880425055	0.0408113313963589	0.955123663920884
ADAMTS4	0.0740247190283717	0.0588950588118492	0.20879280254844	0.331642996661992	0.117079783791283	0.893866443621958
ADAMTS5	0.014707580548817	0.0495644832391742	0.766667853772845	0.212014995121562	0.229166313219612	0.992556031691345
ADAMTS6	0.0769813441372131	0.0418495796774113	0.0658450407285665	0	0.659811619052643	0.750591229241034
ADAMTS7	0.0981907786876823	0.043210272167624	0.0230627021758852	0.13317193456855	0.310808649165787	0.615354826238392
ADAMTS9	0.0550946148416376	0.0634028359790612	0.384868263567429	0.379483537818101	0.0806752563362927	0.948367551840183
ADAMTSL1	0.0742185266579216	0.041662606128336	0.0748441499607294	0	0.564010666878826	0.767383772978563
ADAMTSL2	-0.0242796826204125	0.0455166146448122	0.593739682336975	0	0.515570883425639	0.981576155691639
ADAMTSL3	-0.026199647168284	0.0519770464567959	0.614217901377054	0	0.465864492744997	0.983123893435071
ADAMTSL4	-0.00480160852220089	0.044681048039332	0.914420806042905	0	0.529192048268433	0.999098490625842
ADAMTSL5	0.00822354864461998	0.0595625658730547	0.89018847638738	0.23430218234524	0.206726101185634	0.999098490625842
ADAP1	0.0160631856534963	0.0448417898690538	0.720179353930129	0.0636494822767791	0.382576572615346	0.992556031691345
ADAP2	-0.063672645681077	0.0481881202216453	0.186389717429323	0.30614330605349	0.138846121889457	0.884837951754538
ADAR	-0.0191265719483499	0.0441238240407588	0.664669768478248	0	0.884081136626495	0.990564881483303
ADARB1	-0.00945797775069428	0.0457583869512854	0.836248950746986	0	0.958067964460911	0.997584643634475
ADARB2	0.00934820316622897	0.0453369023070832	0.836639272256827	0.040548492944356	0.40585607122935	0.997584643634475
ADAT1	-0.000847524648611432	0.0440037142931559	0.984633455687366	0	0.69378962422551	0.999534608439592
ADAT2	0.0697204602532834	0.044456971493224	0.11681852465652	0	0.703396355408712	0.823702328017607
ADAT3	-0.00831808734850863	0.0432912788770551	0.847630715228197	0.110549245557109	0.334352299946239	0.997584643634475
ADCK1	0.0152716549007543	0.0621317203933964	0.805841068734439	0.382526135176536	0.0785788027687914	0.996559818474445
ADCK2	0.000203834299858899	0.0488107766930667	0.996668035644269	0	0.504268404921168	0.999534608439592
ADCY1	-0.0466048240439998	0.0654557272989193	0.476461500758306	0.445952517534104	0.0415266729017209	0.963283165847709
ADCY10	-0.0194718610979913	0.0429029089648455	0.64993048716229	0.349081290344642	0.103093379215759	0.987791515545802
ADCY10P1	-0.0101960462839741	0.0472010280758724	0.828977439096284	0.271945979595816	0.17013088849241	0.996781463723151
ADCY2	-0.0688445117457234	0.0466102097413049	0.139668552383044	0	0.640674001847184	0.848535861188543
ADCY3	-0.011178745963341	0.0523888555207788	0.831030400745469	0.373635758286935	0.0847819022103693	0.996781463723151
ADCY4	-0.00959589818701266	0.0522525692314085	0.854292332248914	0.323427394067423	0.12393009581675	0.997724223732969
ADCY5	-0.125373274516456	0.0571299451637421	0.0281974604386356	0.106263532386591	0.338798440714473	0.644944120798768
ADCY6	0.00399368329856185	0.0444738133573158	0.928447312152972	0	0.604981904846655	0.999098490625842
ADCY7	-0.0292089754306489	0.0677078633894716	0.666179663370815	0.43924743962909	0.0448235335280563	0.990564881483303
ADCY9	-0.0601266798150535	0.0443093840140345	0.174789488072201	0.0231253671218306	0.423143498128864	0.876497564333019
ADD1	-0.0121546439383405	0.0436989354612895	0.780900990993582	0.0621905004413621	0.384057755776619	0.992556031691345
ADD3	-0.0659682960699307	0.0488575913506085	0.176946743432488	0.165840172011233	0.276757173272468	0.880747218984851
ADH1B	-0.0175845016218291	0.0480969530363711	0.714659609182072	0.173513053155061	0.268782976449018	0.992556031691345
ADH1C	-0.0180823431880852	0.0487477129664627	0.710684260634435	0	0.739783798559231	0.992556031691345
ADH5	-0.0198249735554077	0.0449029082835511	0.658845588338796	0	0.872970249450441	0.990014390759422
ADHFE1	-0.0555209446379671	0.0704363097919073	0.43055444455441	0.467245159155959	0.0320456472898894	0.955645319577594
ADI1	-0.0287053659682183	0.0443818207281974	0.517772997014786	0	0.63302577138623	0.967645256690274
ADIPOR1	-0.0244751953631969	0.0525189856246025	0.641197127717232	0.26128204140299	0.180298566082928	0.985556376661089
ADIPOR2	-0.017406878468786	0.0455050983554628	0.702071325355171	0	0.971008789556039	0.992556031691345
ADIRF	-0.133675201146389	0.0462404496894455	0.00384175089509615	0.204457029036609	0.236872821415609	0.421037427494203
ADK	0.0615807152493893	0.0438230989880126	0.159958445773439	0	0.632494040439248	0.8706554761758
ADM	0.0955298216967456	0.0603256834370706	0.113292061469568	0.308806685589461	0.136505104360829	0.821583682437423
ADM2	-0.00719857784525985	0.0442150067195047	0.870669234701418	0	0.654755469603973	0.997724516827895
ADNP	0.0571637632780305	0.0581403293193553	0.325507394116587	0.299873655689174	0.144415080481008	0.930549547141737
ADNP2	-0.0242921201794937	0.0453752132776146	0.592400243314214	0	0.661204313700372	0.981576155691639
ADO	0.0463520081020431	0.053450200901071	0.385832498995452	0.199742919810333	0.241700078752127	0.94856837787251
ADORA1	0.163844841597077	0.0632233972900172	0.0095552358989768	0.430775824958369	0.0492021764236548	0.50217172957036
ADORA2B	0.131081881651722	0.0437878749904645	0.00275738113850072	0	0.906968777543514	0.400109468785032
ADPGK	-0.0440595204598487	0.0444085237968723	0.321128712896248	0	0.941082816576142	0.930466443454218
ADPRH	-0.0151735471607009	0.0550581848591723	0.782862126246065	0.143167385352266	0.300384687264812	0.992556031691345
ADPRHL1	0.0398561665972865	0.0452770882297936	0.378711814661396	0	0.526472681560332	0.945834051922207
ADPRM	-0.0942940449644081	0.0554025410211003	0.0887590221064426	0.222113027403748	0.218941477799613	0.78713022806449
ADRA1A	-0.0285862313651249	0.0514832909175184	0.578721892268339	0.325594344372368	0.122107689231006	0.979056170928202
ADRA2A	-0.0461639274422067	0.0468302499686914	0.32424523647503	0.0105812112827726	0.435428945362299	0.930466443454218
ADRB1	-0.000228270037568186	0.0549667378795036	0.996686494011208	0.394559417203999	0.0705630155362146	0.999534608439592
ADRB2	-0.0696659090711351	0.0477242628892552	0.144356396398636	0	0.703758944299153	0.85338716044064
ADRM1	0.00694384034519755	0.065066165503386	0.915011369583898	0.417250986556315	0.0566829075240454	0.999098490625842
ADSL	0.0104946522427147	0.0432798889109371	0.808405660456271	0.140681501040729	0.302977495908523	0.996781463723151
ADTRP	-0.00135027230189412	0.0434512203900672	0.975209256769532	0	0.611885308489269	0.999534608439592
AEBP1	0.0182447322606832	0.0447805430431661	0.683695548527406	0	0.480393558826456	0.99102636065008
AEBP2	0.0387413431028761	0.0445727030636481	0.384753088960582	0	0.828145064855538	0.948367551840183
AEN	0.0153185591370026	0.0488923240578404	0.754043520647041	0.173540799255516	0.268754172533865	0.992556031691345
AFAP1	0.0887336267651227	0.0528707219356206	0.0932859863433698	0.313255459316645	0.132628619866792	0.800791332628635
AFAP1L1	0.0348600453574727	0.0495236801146931	0.481490940136873	0.0425763789002326	0.403828121478551	0.963306242124644
AFAP1L2	0.0417112994504221	0.0434722251706215	0.337310401480112	0	0.856545671524604	0.93843253357588
AFF1	-0.0833545243558975	0.0447702036535957	0.0626270057385129	0	0.457709236610668	0.74197984816405
