gene	coef	se	pval	I2	I2_pval	fdr
CCDC80	0.00563611631069491	0.0848211830762567	0.947021922618298	0	0.774439428587594	0.999882152897227
CCDC81	-0.0222768799080159	0.0864760604972616	0.796709857351994	0	0.558051561140647	0.998342592316123
CCDC82	0.100055454516939	0.0828968476767054	0.227436978459937	0	0.993456334826643	0.998342592316123
CCDC85A	-0.125714939950822	0.0888431107918807	0.157062099773572	0.134271527456188	0.303022400918347	0.998342592316123
CCDC85B	-0.000172300667747146	0.0831219476079578	0.998346093322917	0	0.604652533084167	0.999882152897227
CCDC85C	-0.0669472644294665	0.0824605183497273	0.416865928241059	0	0.812620016262208	0.998342592316123
CCDC86	-0.0269301519994497	0.0978210329324292	0.783085594577808	0.251815862851581	0.176249491921107	0.998342592316123
CCDC88A	0.0308571725646982	0.0838458081776562	0.712856202649218	0	0.541587163063778	0.998342592316123
CCDC88B	-0.127166554953702	0.0816238624685113	0.119243188885731	0	0.665625189705177	0.998342592316123
CCDC88C	-0.129839316398946	0.0848339032591438	0.125890017899951	0	0.806948705530678	0.998342592316123
CCDC89	0.0470613661427617	0.0824205802026227	0.568006100291562	0	0.988937241818728	0.998342592316123
CCDC9	0.000766184969029936	0.0828609575231803	0.992622358412743	0	0.856507625666495	0.999882152897227
CCDC90B	0.0457904777391347	0.0846553313972572	0.588573180770516	0.0107041887688482	0.438487715032141	0.998342592316123
CCDC91	-0.064309464221964	0.0821544072516072	0.433751757918077	0	0.971501346601634	0.998342592316123
CCDC92	-0.0527427647143078	0.0840764155118558	0.530449903366437	0.129992260755475	0.307799701953273	0.998342592316123
CCDC93	-0.0104349103369632	0.0814443831460954	0.898051521630125	0	0.956552082200223	0.998342592316123
CCDC96	-0.0159085238448987	0.100589255047967	0.874335992217464	0	0.488796797442487	0.998342592316123
CCDC97	-0.00509676379167226	0.0818730168658595	0.950362106583396	0	0.869993367952643	0.999882152897227
CCL13	-0.00111800717230935	0.0845134273497854	0.989445290855277	0.0695459823735525	0.374988989674536	0.999882152897227
CCL17	0.0361077544885689	0.0865744257312156	0.676625866260397	0.125950696418127	0.312312643881679	0.998342592316123
CCL19	-0.1588579052589	0.0945306537881187	0.0928618396778621	0.26996262254258	0.158291935871635	0.998342592316123
CCL2	-0.0368089594615497	0.0843490306030374	0.662554773561322	0.254936580370483	0.166908003044074	0.998342592316123
CCL20	-0.0381374730921527	0.0849254129884544	0.653381009083174	0	0.542791586902382	0.998342592316123
CCL21	-0.0272212972774802	0.0819980850144286	0.73990829312385	0	0.617541024733719	0.998342592316123
CCL22	-0.0393642907599499	0.092277371929977	0.669680456241459	0	0.598055680547355	0.998342592316123
CCL28	0.0153468093419582	0.0849856505078363	0.856696326513373	0.191642867724383	0.239572617075242	0.998342592316123
CCM2	0.00926650179939993	0.0837133092988008	0.911859565414228	0	0.765430877318018	0.999593063497547
CCNA2	-0.125847999239487	0.082448071876945	0.12691250453508	0	0.757164891161239	0.998342592316123
CCNB1	-0.0646650031557392	0.0803183707735637	0.420757070182945	0	0.892181384157267	0.998342592316123
CCNB1IP1	0.0758415210376999	0.0822167367987693	0.356289509877927	0	0.721014145379748	0.998342592316123
CCNB2	-0.185499199307641	0.085285714830332	0.0296276829727156	0.0358971152514265	0.411984191795749	0.944685755141109
CCNC	0.0157201675850898	0.0912208503399629	0.863177424525136	0.362720305740245	0.0792664966694244	0.998342592316123
CCND1	0.0179297171490296	0.0994944737505937	0.856989143840929	0.279317441705678	0.149300531842717	0.998342592316123
CCND2	-0.00514085645772794	0.0844785985738039	0.951475523595268	0	0.635576460746944	0.999882152897227
CCND3	-0.0305972055257242	0.0759653752359281	0.687111318158635	0	0.853576510117775	0.998342592316123
CCNDBP1	-0.136258821028172	0.0845623083040496	0.107105144485629	0	0.643692312504097	0.998342592316123
CCNE1	-0.116128367130886	0.0898413937099103	0.196151821429449	0.168907339528547	0.264516000567223	0.998342592316123
CCNE2	-0.00068692402660851	0.0816192777711528	0.993284924592127	0.0887576706695695	0.35375709924071	0.999882152897227
CCNF	-0.121337614787089	0.0822198699684287	0.140005655778787	0	0.845271977222033	0.998342592316123
CCNG1	0.109358868645847	0.0873216275786098	0.210435565143647	0.271697644870908	0.156609960882147	0.998342592316123
CCNG2	-0.0603446263422764	0.0841412358602779	0.473261463186839	0	0.771280984289512	0.998342592316123
CCNH	-0.0114204891809444	0.0827391793605883	0.890216705477406	0	0.599390606407207	0.998342592316123
CCNI	0.0417354145342308	0.081190619917611	0.607222403721335	0	0.581532510137278	0.998342592316123
CCNI2	0.0794079655275566	0.082236964293997	0.334244662608879	0	0.933611832764111	0.998342592316123
CCNJ	0.0427058840963762	0.0820417991688961	0.602688564339426	0	0.907845685768279	0.998342592316123
CCNJL	0.100129072156389	0.0852140457325912	0.239982657433175	0	0.871713678896735	0.998342592316123
CCNK	-0.0947992282324547	0.0833417160669919	0.255339219621527	0	0.784934058399694	0.998342592316123
CCNL1	-0.125843259947405	0.0838563698457332	0.133433155430245	0	0.764228552700484	0.998342592316123
CCNL2	0.00417546594144363	0.0836341802862271	0.960181874026845	0.0138336369079119	0.435184872437651	0.999882152897227
CCNT1	-0.0829464206019487	0.0817356785460868	0.310195025536806	0	0.877164763881713	0.998342592316123
CCNT2	-0.0298169970096276	0.0824303165451781	0.717558533525224	0	0.924821853886305	0.998342592316123
CCNY	0.00287959524407853	0.082075123591363	0.972012064007289	0	0.896665509986109	0.999882152897227
CCNYL1	-0.0641842397434337	0.0831972123356308	0.440427782814762	0	0.746296880683834	0.998342592316123
CCP110	-0.0625282654125999	0.0816551151468289	0.443818794938526	0	0.882482447915983	0.998342592316123
CCPG1	0.0297025086591293	0.0812001543216576	0.714518986611474	0	0.787672283581957	0.998342592316123
CCR1	-0.0864776731322265	0.0850712201846338	0.309375806423418	0.127023956451688	0.308066173656103	0.998342592316123
CCR10	0.0562953246985412	0.0781463674054713	0.471289134393383	0	0.565918529541899	0.998342592316123
CCR2	-0.184942374287268	0.0844400738919659	0.0285082548399547	0	0.534775495566249	0.944685755141109
CCR3	-0.1808106669186	0.0836643176881719	0.0306841911090013	0	0.709443441188381	0.944685755141109
CCR4	-0.152547967847969	0.095049162856297	0.108507555100596	0.105085256471815	0.333328548810217	0.998342592316123
CCR5	-0.188114391124584	0.0855495134153312	0.0278853943673907	0.221129068474255	0.202251654455821	0.944685755141109
CCR7	-0.221138078736406	0.108478496527552	0.0414956599454552	0.309439480585361	0.11531756374624	0.96512641537288
CCRL2	-0.125068382365058	0.0868167902961572	0.149697348387617	0.220643852524462	0.208446190538565	0.998342592316123
CCS	0.0227546625071508	0.0825366793632743	0.782785010142684	0	0.874861644761287	0.998342592316123
CCSAP	-0.233941233343894	0.0874114520331223	0.00744349882564547	0.042897190137261	0.404083910426658	0.829592038330043
CCSER1	-0.0228212542773785	0.0825750566305671	0.782264027612252	0	0.97195477828896	0.998342592316123
CCSER2	0.00834365309339291	0.0817418904958987	0.918698604682758	0	0.678090428246797	0.999769938426862
CCT2	0.0115899189979516	0.0964480341815211	0.904350463650328	0.079070580368335	0.363180438079203	0.998342592316123
CCT3	0.0440117299162976	0.0764373848709592	0.564758477096752	0	0.741690266417933	0.998342592316123
CCT4	0.0260422537199383	0.0771493419384687	0.735697507148695	0	0.679671065283859	0.998342592316123
CCT5	-0.0174621011036505	0.0827404215717835	0.832850753524217	0	0.918709798158753	0.998342592316123
CCT6A	-0.0132894035042887	0.0773937059716042	0.863664200553116	0	0.812165561098913	0.998342592316123
CCT6B	0.10534568770234	0.0868220627002141	0.22499542693799	0.0515374073762332	0.394703977559427	0.998342592316123
CCT6P3	0.0329898735424095	0.0796233198083384	0.678636644759758	0	0.659006041608945	0.998342592316123
CCT7	-0.0757882335104876	0.0768188840494143	0.323846926054478	0	0.834848886001357	0.998342592316123
CCT8	-0.0431667441199458	0.0857721002830453	0.614772658968986	0	0.587164606380072	0.998342592316123
CCZ1	-0.153366809998578	0.0831028143253104	0.0649638483785955	0	0.548605980725851	0.998342592316123
CCZ1B	-0.0444212660992306	0.080964159688204	0.583243292734338	0	0.798860307013594	0.998342592316123
CD101	0.0953725250340095	0.0925966592698595	0.303020317319543	0.0320687200188834	0.415757120055672	0.998342592316123
CD109	0.0942636860224745	0.0936192617866207	0.313990782294999	0.0380414329732058	0.409330263363863	0.998342592316123
CD14	-0.0615456140018166	0.0849944202721059	0.468996007695049	0	0.724129353527348	0.998342592316123
CD151	-0.00728458893217134	0.076566053241028	0.924202645110447	0	0.817704164777011	0.999882152897227
CD163	-0.0646658776484702	0.0825621645213944	0.433486986798262	0	0.58433127923831	0.998342592316123
CD163L1	-0.0828363535150303	0.088307547670803	0.348221866947472	0.0839409100197495	0.359096414264048	0.998342592316123
CD164	0.00655133056496763	0.0814868185705624	0.935921173068178	0	0.510207917368028	0.999882152897227
CD180	-0.0820970245374742	0.082490552219566	0.319624695545688	0	0.506322208534986	0.998342592316123
CD19	-0.157416294666994	0.0995961953134334	0.113982049904731	0.219533658913439	0.203968690149059	0.998342592316123
CD1C	0.0632419837461959	0.106243660200425	0.551673573195416	0.323476223180007	0.103368292425813	0.998342592316123
CD1D	-0.0855974465888987	0.0834291062892923	0.304896196985981	0	0.545037753720285	0.998342592316123
CD1E	0.0490814129921388	0.088016454781221	0.577090879424166	0.0713621195550812	0.372989794811181	0.998342592316123
CD2	-0.219345695526872	0.085386667669715	0.0102036082009323	0.0628340357996775	0.381672742322601	0.896912933987599
CD200	0.118454296064211	0.083868327685047	0.157836883107668	0.0467173942949914	0.399943508893507	0.998342592316123
CD200R1	-0.00759190649371773	0.0825100140937009	0.92668855282335	0	0.950411616932597	0.999882152897227
CD209	0.0093108172660701	0.0811597564722376	0.908665400532427	0	0.845104894345683	0.99906287674697
CD22	-0.0746534483947464	0.0818601529599214	0.361788081321806	0	0.575250957620304	0.998342592316123
CD226	-0.0863224999787908	0.0826113883638028	0.296058781304449	0.00450018527583461	0.446543986636016	0.998342592316123
CD244	-0.208367548691472	0.0818131155962793	0.0108693235137682	0	0.759490275952418	0.903035906203301
CD247	-0.215364521697786	0.0812983606371358	0.0080715158578488	0	0.540021183423615	0.83004871372146
CD248	0.0203996356637876	0.0916809282371732	0.823919331910824	0.278401898919977	0.150171983146183	0.998342592316123
CD27	-0.227921558927467	0.10448202355779	0.0291506802300319	0.176219805894105	0.251850531167317	0.944685755141109
CD274	-0.213018833996285	0.0832582594259726	0.0105115461254557	0	0.578772878636033	0.899832146447864
CD276	0.0742208282719493	0.0944418409030587	0.43193236829815	0.0786256782260761	0.363688900272031	0.998342592316123
CD28	-0.174561841125402	0.0830807385504464	0.0356312367527244	0	0.580700012694447	0.957020977515354
CD2AP	-0.131804217853741	0.0906215235588002	0.145822372227064	0.132054121253151	0.305497683081434	0.998342592316123
CD2BP2	0.00960467776379258	0.0814594315203794	0.906140952102655	0	0.950771114406054	0.998811741596597
CD300A	0.0105989621153209	0.0829647788375404	0.898344801322604	0	0.454405526145621	0.998342592316123
CD300C	-0.0879949199045843	0.0854185715465619	0.30293422069808	0	0.609065844418881	0.998342592316123
CD300E	-0.0181370421131201	0.0902291130655822	0.840689991349713	0.11404602476944	0.325603972892224	0.998342592316123
CD300LB	-0.00304614622129811	0.103221297700739	0.976457181207955	0.131894060855891	0.305676375385392	0.999882152897227
CD300LF	-0.107137965570131	0.0848239801371088	0.206566816140683	0	0.547615487213089	0.998342592316123
CD320	0.0616952041751931	0.0842862327481814	0.464185355246705	0	0.518031045681103	0.998342592316123
CD33	-0.052052996759381	0.0839336947099593	0.535147146272428	0	0.628323325639732	0.998342592316123
CD34	0.0140044302790055	0.0831726574143166	0.866286060406066	0	0.540010244501916	0.998342592316123
CD36	-0.106005754065601	0.0830625156379509	0.201878992912308	0	0.850705843724213	0.998342592316123
CD37	-0.105649993228686	0.0822280164396885	0.198847569690544	0	0.821356433078981	0.998342592316123
CD38	-0.16336318770799	0.0936874429167671	0.0812106826253771	0.105909461454504	0.332380009855572	0.998342592316123
CD3D	-0.173045170940009	0.0819666689280208	0.0347581233125779	0	0.784663332783029	0.956003353774484
CD3E	-0.233346776076718	0.0843546110318903	0.00567033269373846	0	0.813651760956649	0.829592038330043
CD3EAP	-0.0275478577499637	0.0823311585346788	0.73792820016388	0	0.911899096085613	0.998342592316123
CD3G	-0.262959922919769	0.0858697520142387	0.00219634812652455	0	0.601839713904266	0.676859583891703
CD4	-0.211952578206942	0.085326214993994	0.0129906144643336	0	0.673552770592625	0.903035906203301
CD40	-0.180833255797805	0.0840410947973391	0.0314190845325265	0.283694922962878	0.13873152973842	0.944685755141109
CD40LG	-0.114475739351755	0.0857698003711521	0.181979184983152	0	0.646523291281325	0.998342592316123
CD44	0.0904302776399968	0.0759894346971249	0.234031649476103	0.11984465400448	0.313542236791154	0.998342592316123
CD46	-0.107062325529054	0.0813210699981585	0.187993340339949	0	0.983437217179107	0.998342592316123
CD47	-0.0965208150002345	0.0762478224395639	0.205555007447646	0	0.606712440508004	0.998342592316123
CD48	-0.164845585744542	0.0832943526524357	0.0478078130609417	0.00454093718490496	0.446499758337752	0.998342592316123
CD5	-0.212889484080169	0.0834469153680279	0.0107353758830272	0	0.789406125365379	0.903035906203301
CD52	-0.172423802332375	0.0843272961753499	0.040884701182155	0	0.821491925500361	0.962163465307661
CD53	-0.162603236960838	0.0843070541375969	0.0537677896853974	0	0.76682536805252	0.998342592316123
CD55	-0.0610680363906779	0.0850169344882862	0.4725696302977	0	0.465398328862656	0.998342592316123
CD58	0.0978898771559815	0.0766227307850416	0.201405803505257	0.197982606062549	0.227517082014385	0.998342592316123
CD59	0.181154054888803	0.0788567098320764	0.0216041665521437	0.277861932300172	0.144285166972817	0.914552082245465
CD6	-0.193841555318484	0.0819108492029372	0.0179574522189618	0	0.846499421325616	0.914552082245465
CD63	-0.0483490279778488	0.0749526342627757	0.518887597575771	0	0.695619150737068	0.998342592316123
CD68	-0.111271434759047	0.0835897210652427	0.183135812389106	0.0362120893455554	0.411632941020359	0.998342592316123
CD69	-0.098014662638602	0.0989616437375306	0.321963584054102	0.0826932751355346	0.359037019485665	0.998342592316123
CD7	-0.175410468624614	0.0829332759594365	0.0344231754272373	0	0.552176804283023	0.955178219710008
CD70	-0.142336332100653	0.0883652484818213	0.107229267950656	0	0.962379516864871	0.998342592316123
CD72	-0.164387503943436	0.0842779574948412	0.051111823511428	0	0.737927219409459	0.998342592316123
CD74	-0.124138491406761	0.0821829694338499	0.130912426781314	0	0.699373161695389	0.998342592316123
CD79A	-0.217969175631007	0.0926796310136746	0.0186799890344102	0.0977513809753659	0.343764488934745	0.914552082245465
CD79B	-0.158728560893982	0.0821803350426987	0.053425393071931	0	0.987112060440756	0.998342592316123
CD80	-0.106472862746055	0.0837963679462891	0.203865899901585	0	0.488617722454529	0.998342592316123
CD81	-0.0438205147173157	0.0832964988053064	0.59883351964143	0	0.866627014860579	0.998342592316123
CD82	-0.0707334030708441	0.083362063362506	0.396154949359225	0	0.602056080556532	0.998342592316123
CD83	-0.250130548389604	0.0839120103753982	0.00287433532551032	0	0.948126379987808	0.709546431819227
CD84	-0.177812303459917	0.0959635628557578	0.0638945750632643	0.151416713303538	0.283911859273219	0.998342592316123
CD86	-0.148856202588662	0.0874519114617534	0.0887273997666046	0.205276127742888	0.219478291119163	0.998342592316123
CD8A	-0.283082287575816	0.0841191792170397	0.000764736099837157	0	0.611793988679378	0.633469445093371
CD8B	-0.115807637184956	0.0822666080764997	0.159216562222795	0	0.496102006103805	0.998342592316123
CD9	-0.0632622510324234	0.0804690176568028	0.431768456533286	0	0.677816367993984	0.998342592316123
CD93	0.0501592595288382	0.095483204431395	0.599360591993056	0.0735597087795093	0.370568287630296	0.998342592316123
CD96	-0.172880134303771	0.0837931696383793	0.0390958213835949	0	0.46893409815329	0.962163465307661
CDA	-0.0307399790243643	0.083250139574465	0.711942599088396	0	0.617556869220856	0.998342592316123
CDADC1	0.0840508727034297	0.0835483052798974	0.314408214254568	0	0.654471315608719	0.998342592316123
CDAN1	-0.121300695499163	0.082288559614944	0.140457515508966	0	0.579568636491312	0.998342592316123
CDC123	-0.150820670666704	0.0920070601845828	0.101165509793619	0.26261982831951	0.159191572890912	0.998342592316123
CDC14A	0.0314378072324371	0.0819806671539221	0.701365153638343	0	0.817558976124098	0.998342592316123
CDC14B	0.013468842820242	0.0824731985806675	0.870272978817705	0	0.818910744735917	0.998342592316123
CDC16	-0.115331316374395	0.0817451991809167	0.158284871629382	0.0695949340883352	0.3749351280214	0.998342592316123
CDC20	-0.128300022076193	0.0925678217073715	0.165743534930979	0.168499305408788	0.264966807443835	0.998342592316123
CDC23	-0.130475481881123	0.0818562457217677	0.110945266702155	0	0.793683909197731	0.998342592316123
CDC25A	-0.0166074242052992	0.105111319113178	0.874458029781907	0.329981897727934	0.104354768653999	0.998342592316123
CDC25B	-0.0781517551381123	0.0832751422352221	0.347999643041356	0	0.831339215819164	0.998342592316123
CDC25C	0.0113170985781654	0.10419905525296	0.913511530522926	0.281452170041001	0.147275988121323	0.999593063497547
CDC26	-0.00464375177932595	0.0811296850342326	0.954355108696328	0	0.750600668306697	0.999882152897227
CDC27	-0.0112958912339487	0.0824080384142566	0.890973341488605	0	0.949459563088111	0.998342592316123
CDC34	0.0222332052720108	0.0822864154251185	0.787011854075311	0	0.587742039033693	0.998342592316123
CDC37	-0.0164348951862893	0.0808315757137872	0.838882804690708	0	0.889491925449294	0.998342592316123
CDC37L1	-0.107542779459732	0.0814207747193758	0.186558965306873	0	0.982384175418302	0.998342592316123
CDC40	-0.0828937725984518	0.0823545110434486	0.314152009374539	0	0.931812306043075	0.998342592316123
CDC42	-0.160794797153065	0.0859947026528992	0.0615085236758024	0	0.882605703797239	0.998342592316123
CDC42BPA	0.0727121115600281	0.0828170539405975	0.379951987057919	0	0.487052255419182	0.998342592316123
CDC42BPB	0.0170607144829619	0.0860668759490441	0.842868046672347	0	0.758473389942296	0.998342592316123
CDC42BPG	-0.0857980663912476	0.085320113418831	0.314607119560454	0	0.883801909295616	0.998342592316123
CDC42EP1	0.121864866522799	0.0957794855695893	0.203249391249251	0.087071866211309	0.355626868484208	0.998342592316123
CDC42EP2	0.0461259365506191	0.0829139443206989	0.577998291162822	0	0.838929555009157	0.998342592316123
CDC42EP3	-0.122888787405218	0.0840019777466769	0.14348727000906	0	0.793161337291507	0.998342592316123
CDC42EP4	0.00823399692684906	0.082669971845239	0.920661243358667	0	0.858674159136849	0.999882152897227
CDC42SE1	-0.15260993272426	0.0865935025734139	0.0780065278206552	0	0.822850530286229	0.998342592316123
CDC42SE2	-0.0369416022047668	0.082606989186302	0.654732788287316	0.204702435584403	0.225441503062104	0.998342592316123
CDC45	-0.167112442312658	0.0868772059634551	0.0544113127117084	0	0.660789609096601	0.998342592316123
CDC5L	-0.0780656700900117	0.0830211970162396	0.347058520230653	0	0.585165388334591	0.998342592316123
CDC6	-0.129693598001806	0.0853887226722246	0.1287974955383	0.135821667552877	0.301292300102186	0.998342592316123
CDC7	-0.135442755175818	0.0834828585515391	0.104717305070881	0	0.97642150465095	0.998342592316123
CDC73	-0.0102595741431625	0.0824900700208454	0.901019598314695	0	0.62655811867458	0.998342592316123
CDCA2	-0.161590852575895	0.0843887296283788	0.0555130059611374	0	0.779318001815503	0.998342592316123
CDCA4	-0.0296057022170617	0.0822870941915427	0.719007557496121	0	0.900548009334156	0.998342592316123
CDCA5	-0.149065979795497	0.0849178166107047	0.0791884070480095	0	0.860210489042489	0.998342592316123
CDCA7	0.0469289337594284	0.0753137400837462	0.533210588229731	0	0.77760448203405	0.998342592316123
CDCA7L	-0.0550910799815151	0.0831435628016299	0.507585573832292	0	0.450201408139781	0.998342592316123
CDCA8	-0.128224004287034	0.0911995026265333	0.159732253201403	0.0187573733873814	0.429969233522383	0.998342592316123
CDCP1	0.0670471563603496	0.0951903044967867	0.481215716062059	0.0200369953096131	0.428610001048129	0.998342592316123
CDH1	0.0119637652105372	0.0779661535502387	0.878044844036321	0.400287762824379	0.0497825625711631	0.998342592316123
CDH11	0.00570463543531255	0.108942037487552	0.958238698192419	0.237571457811818	0.190771188369573	0.999882152897227
CDH13	0.0227571823054726	0.0908821704484507	0.802275589202288	0.131137669836029	0.306520841951945	0.998342592316123
CDH2	-0.0115203449132065	0.0827490846024273	0.889276138966138	0	0.536266483190588	0.998342592316123
CDH23	-0.103706989860215	0.0835832596320341	0.214693428783964	0	0.601602136512579	0.998342592316123
CDH24	0.0932380681316045	0.0839222246588633	0.266565905154902	0	0.945019608793821	0.998342592316123
CDH26	0.02304444078789	0.0828211777716764	0.780825570491496	0	0.976354415185472	0.998342592316123
CDH3	-0.0705002936598463	0.097409764264052	0.469219377106549	0.132303420076482	0.305219368795633	0.998342592316123
CDH5	-0.0450437326836549	0.0906687527024989	0.619334012877369	0.164980087539692	0.26885867659634	0.998342592316123
CDH6	0.193665080174275	0.0891735462294524	0.0298724674661125	0	0.654335785188863	0.944685755141109
CDH8	0.0881172437161813	0.0890330386889919	0.322313936335562	0	0.913995967302588	0.998342592316123
CDHR1	-0.0350277413976589	0.0945231806427424	0.710955573414684	0	0.645574763822411	0.998342592316123
CDHR3	-0.0112027048767033	0.087621455235606	0.898264954371208	0	0.809325257703784	0.998342592316123
CDIP1	0.121796522240679	0.0855637110887681	0.154602842815207	0.153593712022886	0.281490832825889	0.998342592316123
CDIPT	0.0380990829030837	0.0951131453861712	0.688739754127106	0	0.546823071376487	0.998342592316123
CDK1	-0.0822124541118457	0.0808302565836546	0.309105859480121	0	0.747333809893536	0.998342592316123
CDK10	0.060331688204403	0.0794619302332952	0.447701382864829	0	0.975843789369609	0.998342592316123
CDK11A	-0.125641268785084	0.0913692626630949	0.169102494565243	0.0104445234322635	0.438761336916502	0.998342592316123
CDK11B	-0.106022448692885	0.0947419213315711	0.26311204757783	0.156856132968315	0.277865907329367	0.998342592316123
CDK12	-0.120114521142174	0.0860838723510286	0.162919460329502	0	0.940990783538118	0.998342592316123
CDK13	-0.0218749989700141	0.0861778962776232	0.799622739818383	0	0.661719102835693	0.998342592316123
CDK14	0.0305668911800517	0.0941317461849303	0.745389534339819	0.329160029914079	0.105027484551066	0.998342592316123
CDK17	0.0366905118562076	0.103067110211935	0.721850587871163	0.207148276156784	0.222814521585098	0.998342592316123
CDK18	-0.0518410649869884	0.0858309728727604	0.545850169184811	0	0.662525208649244	0.998342592316123
CDK19	0.0127182297930627	0.0830313597029914	0.878261209779886	0	0.632488447779385	0.998342592316123
CDK2	-0.153051791819062	0.0813729555738042	0.0599898711306013	0	0.731280876899695	0.998342592316123
CDK20	0.0395017074429306	0.0823124725793413	0.631298917195352	0	0.837132365321979	0.998342592316123
CDK2AP1	0.0875440415828186	0.0812018915016555	0.28098758004391	0	0.682327027803419	0.998342592316123
CDK2AP2	0.030470007223339	0.0812100996138019	0.707511933043041	0	0.754697132578663	0.998342592316123
CDK4	-0.00365265978572821	0.0772354713623503	0.962280092565135	0	0.697963374374914	0.999882152897227
CDK5	-0.0765562659047697	0.0832822516617203	0.357970750935204	0	0.789252526502169	0.998342592316123
CDK5R1	0.0558653861052252	0.0848281681492965	0.510171179966433	0	0.533639408617071	0.998342592316123
CDK5RAP1	-0.0561210782278628	0.0842209512332666	0.505184019053431	0	0.48249716011327	0.998342592316123
CDK5RAP2	-0.151117513711974	0.0863034955699568	0.0799457244596884	0	0.706264088336084	0.998342592316123
CDK5RAP3	-0.00978361372864422	0.0860503335179261	0.909478460975677	0	0.794527559331613	0.999388570908109
CDK6	0.0746740890581718	0.109287961858393	0.494431025111962	0.330778291719988	0.103704827330386	0.998342592316123
CDK8	-0.0646165896960486	0.0897700562809285	0.471647437115459	0	0.682611685107745	0.998342592316123
CDK9	-0.0768560444790148	0.0840318866875781	0.360398653192433	0	0.924351581791125	0.998342592316123
CDKAL1	0.0112513856395582	0.0816128582278081	0.890348768710998	0	0.9044456993597	0.998342592316123
CDKL1	-0.00908953100552598	0.0812415794875511	0.910916377366293	0	0.992288607518197	0.999593063497547
CDKL2	0.0711886075713157	0.107090595266314	0.506209605061659	0.262274656411745	0.165820264013224	0.998342592316123
CDKL3	0.0920021434005483	0.0807146774390098	0.254351285462383	0	0.590871481719258	0.998342592316123
CDKL4	0.024497853510804	0.0838243793162591	0.770093855497936	0	0.679490567558926	0.998342592316123
CDKL5	0.0455752336814735	0.0829025421130315	0.582494488547301	0	0.544349564930284	0.998342592316123
CDKN1A	-0.0642423683165382	0.0993389571544537	0.517827004608118	0.179793039460234	0.252526727002108	0.998342592316123
CDKN1B	-0.16242191529414	0.0842356653117056	0.0538321650721047	0	0.968613961342849	0.998342592316123
CDKN2A	-0.1121590799279	0.0841617987102129	0.182643338183705	0.25866670884884	0.163145601303419	0.998342592316123
CDKN2AIP	-0.0127048968070602	0.0819580814096053	0.876807906580365	0	0.868477298743459	0.998342592316123
CDKN2AIPNL	-0.0154377084111854	0.0876345156344163	0.860168135873817	0	0.692434234274823	0.998342592316123
CDKN2B	-0.109791463426571	0.0881519094623777	0.212955265903021	0	0.54060400634455	0.998342592316123
CDKN2C	-0.0473164279490635	0.0861272922863001	0.582746161356509	0.000678705309794839	0.449002913047953	0.998342592316123
CDKN2D	-0.104214075821451	0.0855820272453782	0.223334260331938	0.237373767062768	0.190975115030939	0.998342592316123
CDKN3	-0.0415407730200653	0.0865955054286419	0.63143326220152	0.00523575136130039	0.445745403492233	0.998342592316123
CDNF	0.0390438043048437	0.082944564251241	0.637839503108687	0	0.978782340155871	0.998342592316123
CDON	0.0946618608918351	0.0950557383258554	0.319319945022362	0.00921434669253032	0.440056728151239	0.998342592316123
CDPF1	-0.0445291280010156	0.0836710797450377	0.594592619867056	0	0.790540954461817	0.998342592316123
CDR2	0.086718273524498	0.0835420993445216	0.299261281384682	0.0395575831926902	0.407694168949056	0.998342592316123
CDR2L	-0.0406923074714745	0.0828142890149099	0.623166057035675	0	0.559934511378275	0.998342592316123
CDRT1	-0.07664208987393	0.087286901959155	0.379917669437791	0	0.546189793751347	0.998342592316123
CDS1	0.0178841367724795	0.0828874402625649	0.829171606667185	0.0163505862507991	0.432521589407944	0.998342592316123
CDS2	-0.0841863924666731	0.0829736024107424	0.310288634203792	0	0.855875687819262	0.998342592316123
CDT1	-0.15410390348147	0.0831594194953517	0.0638659878895066	0	0.497323681158706	0.998342592316123
CDV3	-0.0565167606704032	0.0801509991922497	0.480730218829925	0	0.785880668504531	0.998342592316123
CDYL	-0.0695446664859876	0.10103884592605	0.491266194552837	0.054809566126717	0.391137551792608	0.998342592316123
CDYL2	-0.0295180273176579	0.0834956366889194	0.723692804015607	0	0.485310207663498	0.998342592316123
CEACAM1	-0.010626301682958	0.11205891352131	0.924451594928898	0.343045531925463	0.0877586008672319	0.999882152897227
CEACAM19	0.158048036472366	0.086527021686916	0.0677637962504257	0	0.575081353337509	0.998342592316123
CEACAM21	-0.172945886860272	0.0840104677486245	0.0395303611707099	0	0.745939479111952	0.962163465307661
CEBPA	-0.124725636066407	0.0824814533737216	0.130491679295024	0	0.488552742038506	0.998342592316123
CEBPB	0.041151478598365	0.0883829518008425	0.641498795345826	0.229677484757472	0.19896140390307	0.998342592316123
CEBPD	0.0552810138433445	0.092479641306051	0.549997317052301	0.0239864849545633	0.424405258099742	0.998342592316123
CEBPG	-0.0822287436973981	0.0818730658452383	0.315212707178077	0	0.891379391432557	0.998342592316123
CEBPZ	0.0439427506516333	0.0815402267824878	0.589949743509501	0	0.923506563237366	0.998342592316123
CECR2	-0.0995791021147938	0.0845957271420636	0.239148652326987	0	0.953516475523072	0.998342592316123
CEL	0.00485597270558845	0.0851547795407373	0.954525080211121	0	0.486025097996987	0.999882152897227
