signature	signatureType	outcome	model	Subgroup	Type	N	Effect_size	SE	95CI_low	95CI_high	Pval	I2	Pval_I2
TGFB_Mariathasan	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	PFS	COX	Tumor	Lung	3	-0.21	0.3	-0.8	0.38	0.483261720729589	0	0.424583159963463
TGFB_Mariathasan	Signature	PFS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	PFS	COX	Sequencing	TPM	7	-0.05	0.15	-0.34	0.25	0.762267644889774	0	0.65624538060756
TGFB_Mariathasan	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	OS	DI	ALL	ALL	13	0.01	0.07	-0.13	0.15	0.91432850336361	0.1	0.349390444250933
TGFB_Mariathasan	Signature	OS	DI	Tumor	Melanoma	5	-0.07	0.14	-0.34	0.2	0.611107269966642	0	0.450606353226858
TGFB_Mariathasan	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	OS	DI	Tumor	Kidney	3	-0.11	0.12	-0.35	0.13	0.367206091706681	0	0.46886039277065
TGFB_Mariathasan	Signature	OS	DI	Sequencing	TPM	10	0.04	0.08	-0.11	0.19	0.6328079724127	0.02	0.417744035553573
TGFB_Mariathasan	Signature	OS	DI	Sequencing	FPKM	3	-0.07	0.26	-0.59	0.45	0.785890078464173	0.35	0.213940199738167
TGFB_Mariathasan	Signature	PFS	DI	ALL	ALL	8	-0.05	0.09	-0.23	0.12	0.535262167052943	0	0.831008619146026
TGFB_Mariathasan	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	PFS	DI	Tumor	Lung	3	-0.09	0.19	-0.47	0.29	0.630803906119638	0	0.423151861917424
TGFB_Mariathasan	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	PFS	DI	Sequencing	TPM	7	-0.05	0.1	-0.25	0.15	0.612312526537528	0	0.739776557987938
TGFB_Mariathasan	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	Response	Log_regression	ALL	ALL	13	-0.11	0.25	-0.61	0.38	0.652028517104645	0.42	0.0576652388517711
TGFB_Mariathasan	Signature	Response	Log_regression	Tumor	Melanoma	5	0.04	0.55	-1.03	1.11	0.941271798266371	0.46	0.113751014011852
TGFB_Mariathasan	Signature	Response	Log_regression	Tumor	Lung	3	-0.36	0.63	-1.59	0.88	0.571267341223785	0.21	0.280077882385048
TGFB_Mariathasan	Signature	Response	Log_regression	Tumor	Kidney	3	-0.98	0.82	-2.59	0.64	0.234559285845394	0.57	0.09838367402026
TGFB_Mariathasan	Signature	Response	Log_regression	Sequencing	TPM	10	-0.23	0.3	-0.82	0.35	0.433974658789136	0.34	0.132608958351443
TGFB_Mariathasan	Signature	Response	Log_regression	Sequencing	FPKM	3	0.78	1.1	-1.37	2.93	0.476718558180836	0.69	0.038234522842542
COX_IS	Signature	OS	COX	ALL	ALL	12	0.16	0.06	0.04	0.29	0.0103402717261601	0.35	0.107721432942763
COX_IS	Signature	OS	COX	Tumor	Melanoma	4	0.26	0.1	0.07	0.45	0.00771712957297391	0	0.914851569824031
COX_IS	Signature	OS	COX	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	OS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	OS	COX	Sequencing	TPM	10	0.15	0.07	0.02	0.29	0.0284196251723551	0.45	0.0612160609219114
COX_IS	Signature	OS	COX	Sequencing	FPKM	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	PFS	COX	ALL	ALL	6	0.11	0.08	-0.04	0.26	0.144401012611608	0.15	0.318830471575371
COX_IS	Signature	PFS	COX	Tumor	Melanoma	1	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	PFS	COX	Tumor	Lung	3	0.18	0.11	-0.04	0.39	0.116899929627832	0	0.665832322422676
COX_IS	Signature	PFS	COX	Tumor	Kidney	1	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	PFS	COX	Sequencing	TPM	6	0.11	0.08	-0.04	0.26	0.144401012611608	0.15	0.318830471575371
COX_IS	Signature	PFS	COX	Sequencing	FPKM	0	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	OS	DI	ALL	ALL	12	0.26	0.11	0.03	0.48	0.0243354662329013	0.37	0.0933691379239251
COX_IS	Signature	OS	DI	Tumor	Melanoma	4	0.47	0.19	0.1	0.83	0.011561146499887	0	0.586618347314274
COX_IS	Signature	OS	DI	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	OS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	OS	DI	Sequencing	TPM	10	0.25	0.12	0.01	0.49	0.0451387420007143	0.47	0.0499978398960368
COX_IS	Signature	OS	DI	Sequencing	FPKM	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	PFS	DI	ALL	ALL	6	0.15	0.13	-0.09	0.4	0.223612503228277	0	0.508043348055486
COX_IS	Signature	PFS	DI	Tumor	Melanoma	1	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	PFS	DI	Tumor	Lung	3	0.28	0.19	-0.1	0.65	0.14992403072778	0	0.829796867962686
COX_IS	Signature	PFS	DI	Tumor	Kidney	1	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	PFS	DI	Sequencing	TPM	6	0.15	0.13	-0.09	0.4	0.223612503228277	0	0.508043348055486
COX_IS	Signature	PFS	DI	Sequencing	FPKM	0	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	Response	Log_regression	ALL	ALL	9	0.26	0.15	-0.02	0.55	0.0713313368052046	0.17	0.293908652127084
COX_IS	Signature	Response	Log_regression	Tumor	Melanoma	3	0.15	0.24	-0.32	0.62	0.526170974067321	0	0.699533145959331
COX_IS	Signature	Response	Log_regression	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	Response	Log_regression	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	Response	Log_regression	Sequencing	TPM	7	0.31	0.17	-0.03	0.64	0.0708442352560488	0.32	0.18673468919537
COX_IS	Signature	Response	Log_regression	Sequencing	FPKM	2	NA	NA	NA	NA	NA	NA	NA
C_ECM	Signature	OS	COX	ALL	ALL	13	0.45	0.16	0.13	0.77	0.0064799688164925	0.04	0.405928686321667
C_ECM	Signature	OS	COX	Tumor	Melanoma	5	0.37	0.36	-0.33	1.08	0.299685322358832	0	0.430469129537428
C_ECM	Signature	OS	COX	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
C_ECM	Signature	OS	COX	Tumor	Kidney	3	0.16	0.53	-0.88	1.2	0.764318950559511	0.62	0.0696195665404209
C_ECM	Signature	OS	COX	Sequencing	TPM	10	0.54	0.17	0.21	0.86	0.00127194089529268	0.15	0.308876840569233
C_ECM	Signature	OS	COX	Sequencing	FPKM	3	-0.08	0.44	-0.93	0.77	0.852271512066061	0	0.904277190287005
C_ECM	Signature	PFS	COX	ALL	ALL	7	0.22	0.22	-0.21	0.65	0.312050188748565	0.18	0.292352622434769
C_ECM	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
C_ECM	Signature	PFS	COX	Tumor	Lung	3	0.07	0.47	-0.86	1	0.883050371590363	0.1	0.328105369784929
C_ECM	Signature	PFS	COX	Tumor	Kidney	1	NA	NA	NA	NA	NA	NA	NA
C_ECM	Signature	PFS	COX	Sequencing	TPM	6	0.41	0.19	0.03	0.78	0.0359786077467488	0	0.656605971609074
C_ECM	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
C_ECM	Signature	OS	DI	ALL	ALL	13	0.16	0.09	-0.01	0.32	0.0678623789802212	0.17	0.273870440052732
C_ECM	Signature	OS	DI	Tumor	Melanoma	5	0.13	0.15	-0.17	0.43	0.403046695999539	0.04	0.382245111051504
C_ECM	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
C_ECM	Signature	OS	DI	Tumor	Kidney	3	0.06	0.23	-0.38	0.5	0.789636128900884	0.62	0.0720328698326643
C_ECM	Signature	OS	DI	Sequencing	TPM	10	0.21	0.09	0.04	0.39	0.0173340572763529	0.23	0.235165571066483
C_ECM	Signature	OS	DI	Sequencing	FPKM	3	-0.07	0.17	-0.41	0.27	0.683664060644718	0	0.795881764993748
C_ECM	Signature	PFS	DI	ALL	ALL	8	0.06	0.11	-0.14	0.27	0.548993992348487	0.18	0.284246505116666
C_ECM	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
C_ECM	Signature	PFS	DI	Tumor	Lung	3	0	0.19	-0.36	0.37	0.985071704238006	0.15	0.308075244457394
C_ECM	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
C_ECM	Signature	PFS	DI	Sequencing	TPM	7	0.16	0.1	-0.02	0.35	0.0867853873949882	0	0.636351104359374
C_ECM	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
C_ECM	Signature	Response	Log_regression	ALL	ALL	11	0.45	0.32	-0.17	1.08	0.157307386210518	0	0.705404782295278
C_ECM	Signature	Response	Log_regression	Tumor	Melanoma	5	0.12	0.58	-1.03	1.26	0.839466960059685	0	0.608625127555727
C_ECM	Signature	Response	Log_regression	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
C_ECM	Signature	Response	Log_regression	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
C_ECM	Signature	Response	Log_regression	Sequencing	TPM	8	0.64	0.36	-0.06	1.35	0.0737615512842979	0	0.71894508683919
C_ECM	Signature	Response	Log_regression	Sequencing	FPKM	3	-0.26	0.69	-1.62	1.1	0.706395077692983	0	0.507415767696837
EMT_Thompson	Signature	OS	COX	ALL	ALL	13	0.1	0.09	-0.08	0.28	0.294618014834448	0	0.951302996759013
EMT_Thompson	Signature	OS	COX	Tumor	Melanoma	5	0.29	0.22	-0.14	0.71	0.185057894484007	0	0.979689460302862
EMT_Thompson	Signature	OS	COX	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
EMT_Thompson	Signature	OS	COX	Tumor	Kidney	3	0.01	0.16	-0.3	0.31	0.966412847482226	0	0.886546953648263
EMT_Thompson	Signature	OS	COX	Sequencing	TPM	10	0.08	0.1	-0.11	0.26	0.428185327029023	0	0.872745403118741
EMT_Thompson	Signature	OS	COX	Sequencing	FPKM	3	0.29	0.3	-0.3	0.87	0.337705702941123	0	0.901966848303959
EMT_Thompson	Signature	PFS	COX	ALL	ALL	8	0.01	0.12	-0.22	0.25	0.906974860383568	0	0.890134306210771
EMT_Thompson	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
EMT_Thompson	Signature	PFS	COX	Tumor	Lung	3	-0.09	0.26	-0.59	0.42	0.741781494610501	0	0.924001642505811
EMT_Thompson	Signature	PFS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
EMT_Thompson	Signature	PFS	COX	Sequencing	TPM	7	0.05	0.13	-0.21	0.3	0.724191339879188	0	0.864822980777523
EMT_Thompson	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
EMT_Thompson	Signature	OS	DI	ALL	ALL	13	0.1	0.07	-0.04	0.24	0.166100580647908	0	0.913701341069625
EMT_Thompson	Signature	OS	DI	Tumor	Melanoma	5	0.19	0.13	-0.08	0.45	0.167190561073419	0	0.625218176705981
EMT_Thompson	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
EMT_Thompson	Signature	OS	DI	Tumor	Kidney	3	0.02	0.12	-0.22	0.26	0.865895710604797	0	0.80310897533383
EMT_Thompson	Signature	OS	DI	Sequencing	TPM	10	0.08	0.08	-0.07	0.23	0.321409210865285	0	0.96198318637546
